Anio,Nomestado,Nomddr,Nomcader,Nommunicipio,Nomcicloproductivo,Nommodalidad,Nomunidad,Nomcultivo Sin Um,Sembrada,Cosechada,Siniestrada,Rendimiento,Precio,Valorproduccion
2020,Hidalgo,Pachuca,Atotonilco,Mineral del Monte,Perennes,Temporal,Tonelada,Durazno,1.7,1.7,0.0,4.03,11795.0,80795.75
2020,Hidalgo,Pachuca,Atotonilco,Mineral del Monte,Perennes,Temporal,Tonelada,Manzana,23.0,14.0,0.0,8.21,6565.66,755050.7
2020,Hidalgo,Pachuca,Atotonilco,Mineral del Monte,Perennes,Temporal,Tonelada,Pera,1.25,1.0,0.0,6.8,8532.0,58017.6
2020,Hidalgo,Pachuca,Atotonilco,Mineral del Monte,Perennes,Temporal,Miles de lts.,Maguey pulquero,12.0,4.0,0.0,80.8,7490.18,2420826.18
2020,Hidalgo,Pachuca,Atotonilco,Omitlán de Juárez,Otoño-Invierno,Temporal,Tonelada,Avena forrajera en verde,29.14,29.14,0.0,7.24,395.0,83333.15
2020,Hidalgo,Pachuca,Atotonilco,Omitlán de Juárez,Primavera-Verano,Riego,Tonelada,Tomate rojo (jitomate),0.1,0.1,0.0,164.3,7999.48,131431.46
2020,Hidalgo,Pachuca,Atotonilco,Omitlán de Juárez,Primavera-Verano,Temporal,Tonelada,Avena forrajera en verde,112.13,112.13,0.0,8.34,414.37,387398.66
2020,Hidalgo,Pachuca,Atotonilco,Omitlán de Juárez,Primavera-Verano,Temporal,Tonelada,Cebada grano,9.5,9.5,0.0,0.84,3392.7,26971.97
2020,Hidalgo,Pachuca,Atotonilco,Omitlán de Juárez,Primavera-Verano,Temporal,Tonelada,Maíz grano,1350.7,1350.7,0.0,0.81,5910.0,6446864.4
2020,Hidalgo,Pachuca,Atotonilco,Omitlán de Juárez,Primavera-Verano,Temporal,Tonelada,Papa,17.6,17.6,0.0,9.5,6700.0,1120240.0
2020,Hidalgo,Pachuca,Atotonilco,Omitlán de Juárez,Perennes,Temporal,Tonelada,Durazno,3.0,3.0,0.0,4.59,15250.0,209992.5
2020,Hidalgo,Pachuca,Atotonilco,Omitlán de Juárez,Perennes,Temporal,Tonelada,Manzana,46.0,43.0,0.0,8.21,6579.11,2322755.37
2020,Hidalgo,Pachuca,Atotonilco,Omitlán de Juárez,Perennes,Temporal,Tonelada,Nopalitos,4.5,4.5,0.0,4.56,4140.0,84952.8
2020,Hidalgo,Pachuca,Atotonilco,Omitlán de Juárez,Perennes,Temporal,Tonelada,Pera,7.5,7.0,0.0,9.01,8398.0,529661.86
2020,Hidalgo,Pachuca,Atotonilco,Omitlán de Juárez,Perennes,Temporal,Miles de lts.,Maguey pulquero,11.0,3.0,0.0,80.95,7950.0,1930657.5
2020,Hidalgo,Pachuca,Apan,Almoloya,Primavera-Verano,Riego,Tonelada,Avena grano,20.0,20.0,0.0,3.0,3850.0,231000.0
2020,Hidalgo,Pachuca,Apan,Almoloya,Primavera-Verano,Riego,Tonelada,Cebada grano,138.0,138.0,0.0,3.5,4260.0,2057537.4
2020,Hidalgo,Pachuca,Apan,Almoloya,Primavera-Verano,Riego,Tonelada,Maíz grano,17.0,17.0,0.0,2.64,4320.0,193968.0
2020,Hidalgo,Pachuca,Apan,Almoloya,Primavera-Verano,Riego,Tonelada,Tomate rojo (jitomate),2.7,2.7,0.0,160.27,8739.79,3781881.93
2020,Hidalgo,Pachuca,Apan,Almoloya,Primavera-Verano,Temporal,Tonelada,Avena grano,499.8,499.8,0.0,2.38,3775.08,4490533.16
2020,Hidalgo,Pachuca,Apan,Almoloya,Primavera-Verano,Temporal,Tonelada,Cebada grano,11250.4,11250.4,0.0,2.78,4220.0,131985184.2
2020,Hidalgo,Pachuca,Apan,Almoloya,Primavera-Verano,Temporal,Tonelada,Frijol,10.0,10.0,0.0,0.95,10115.15,95992.8
2020,Hidalgo,Pachuca,Apan,Almoloya,Primavera-Verano,Temporal,Tonelada,Maíz grano,575.7,498.0,77.7,1.27,6097.73,3865841.8
2020,Hidalgo,Pachuca,Apan,Almoloya,Primavera-Verano,Temporal,Tonelada,Papa,14.0,14.0,0.0,17.0,6450.0,1535100.0
2020,Hidalgo,Pachuca,Apan,Almoloya,Primavera-Verano,Temporal,Tonelada,Tomate verde,9.0,9.0,0.0,3.39,9650.0,294325.0
2020,Hidalgo,Pachuca,Apan,Almoloya,Primavera-Verano,Temporal,Tonelada,Trigo grano,3.0,3.0,0.0,2.2,4572.14,30176.12
2020,Hidalgo,Pachuca,Apan,Almoloya,Perennes,Riego,Tonelada,Alfalfa verde,10.0,10.0,0.0,40.5,377.58,152919.9
2020,Hidalgo,Pachuca,Apan,Almoloya,Perennes,Temporal,Tonelada,Tuna,4.0,4.0,0.0,4.6,5398.0,99323.2
2020,Hidalgo,Pachuca,Apan,Almoloya,Perennes,Temporal,Miles de lts.,Maguey pulquero,49.0,8.0,0.0,81.16,5979.06,3882203.66
2020,Hidalgo,Pachuca,Apan,Apan,Primavera-Verano,Riego,Tonelada,Maíz grano,12.0,12.0,0.0,2.65,4350.0,138330.0
2020,Hidalgo,Pachuca,Apan,Apan,Primavera-Verano,Riego,Tonelada,Tomate rojo (jitomate),4.0,4.0,0.0,102.5,8758.0,3590780.0
2020,Hidalgo,Pachuca,Apan,Apan,Primavera-Verano,Temporal,Tonelada,Avena forrajera en verde,98.0,98.0,0.0,9.5,354.89,330402.59
2020,Hidalgo,Pachuca,Apan,Apan,Primavera-Verano,Temporal,Tonelada,Avena grano,98.0,98.0,0.0,2.8,3789.79,1039918.38
2020,Hidalgo,Pachuca,Apan,Apan,Primavera-Verano,Temporal,Tonelada,Cebada grano,21285.0,21285.0,0.0,2.71,4310.0,248251259.0
2020,Hidalgo,Pachuca,Apan,Apan,Primavera-Verano,Temporal,Tonelada,Maíz grano,142.0,136.5,5.5,1.96,5988.14,1603025.0
2020,Hidalgo,Pachuca,Apan,Apan,Primavera-Verano,Temporal,Tonelada,Tomate verde,2.0,2.0,0.0,3.05,8990.0,54839.0
2020,Hidalgo,Pachuca,Apan,Apan,Primavera-Verano,Temporal,Tonelada,Trigo grano,3.0,3.0,0.0,1.97,4565.15,26934.39
2020,Hidalgo,Pachuca,Apan,Apan,Perennes,Riego,Tonelada,Alfalfa verde,9.5,9.5,0.0,42.13,376.21,150574.29
2020,Hidalgo,Pachuca,Apan,Apan,Perennes,Riego,Tonelada,Nopalitos,1.0,1.0,0.0,109.0,4443.54,484345.86
2020,Hidalgo,Pachuca,Apan,Apan,Perennes,Temporal,Tonelada,Tuna,33.0,15.0,0.0,4.6,4976.0,343344.0
2020,Hidalgo,Pachuca,Apan,Apan,Perennes,Temporal,Miles de lts.,Maguey pulquero,13.0,2.0,0.0,81.0,6013.5,974187.0
2020,Hidalgo,Pachuca,Apan,Emiliano Zapata,Primavera-Verano,Riego,Tonelada,Cebada grano,57.0,57.0,0.0,3.1,4258.0,752388.6
2020,Hidalgo,Pachuca,Apan,Emiliano Zapata,Primavera-Verano,Riego,Tonelada,Maíz grano,17.0,17.0,0.0,2.32,4360.0,171784.0
2020,Hidalgo,Pachuca,Apan,Emiliano Zapata,Primavera-Verano,Temporal,Tonelada,Cebada grano,2420.6,2420.6,0.0,2.4,4240.0,24632025.6
2020,Hidalgo,Pachuca,Apan,Emiliano Zapata,Primavera-Verano,Temporal,Tonelada,Frijol,7.0,7.0,0.0,0.72,10170.1,51359.0
2020,Hidalgo,Pachuca,Apan,Emiliano Zapata,Primavera-Verano,Temporal,Tonelada,Maíz grano,254.5,231.1,23.4,1.91,6001.09,2653681.8
2020,Hidalgo,Pachuca,Apan,Emiliano Zapata,Primavera-Verano,Temporal,Tonelada,Trigo grano,4.0,4.0,0.0,2.12,4557.87,38650.74
2020,Hidalgo,Pachuca,Apan,Emiliano Zapata,Perennes,Temporal,Miles de lts.,Maguey pulquero,12.0,2.0,0.0,81.23,6024.35,978715.9
2020,Hidalgo,Pachuca,Apan,Tepeapulco,Primavera-Verano,Riego,Tonelada,Avena grano,15.0,15.0,0.0,2.0,3700.0,111000.0
2020,Hidalgo,Pachuca,Apan,Tepeapulco,Primavera-Verano,Riego,Tonelada,Cebada grano,109.0,109.0,0.0,2.9,4254.49,1344844.29
2020,Hidalgo,Pachuca,Apan,Tepeapulco,Primavera-Verano,Riego,Tonelada,Frijol,2.0,2.0,0.0,0.99,10260.0,20314.8
2020,Hidalgo,Pachuca,Apan,Tepeapulco,Primavera-Verano,Riego,Tonelada,Maíz grano,32.0,32.0,0.0,1.5,4330.0,207840.0
2020,Hidalgo,Pachuca,Apan,Tepeapulco,Primavera-Verano,Riego,Tonelada,Tomate rojo (jitomate),0.43,0.43,0.0,145.72,8250.0,516945.0
2020,Hidalgo,Pachuca,Apan,Tepeapulco,Primavera-Verano,Temporal,Tonelada,Avena grano,297.0,297.0,0.0,1.88,3771.73,2107265.55
2020,Hidalgo,Pachuca,Apan,Tepeapulco,Primavera-Verano,Temporal,Tonelada,Cebada grano,8036.0,8036.0,0.0,2.4,4250.0,81967200.0
2020,Hidalgo,Pachuca,Apan,Tepeapulco,Primavera-Verano,Temporal,Tonelada,Frijol,19.0,19.0,0.0,0.64,10122.95,123500.0
2020,Hidalgo,Pachuca,Apan,Tepeapulco,Primavera-Verano,Temporal,Tonelada,Maíz grano,465.6,411.2,54.4,1.9,5980.0,4665596.0
2020,Hidalgo,Pachuca,Apan,Tepeapulco,Primavera-Verano,Temporal,Tonelada,Trigo grano,10.0,10.0,0.0,1.98,4602.78,91135.04
2020,Hidalgo,Pachuca,Apan,Tepeapulco,Perennes,Riego,Tonelada,Alfalfa verde,6.0,6.0,0.0,39.4,347.34,82111.18
2020,Hidalgo,Pachuca,Apan,Tepeapulco,Perennes,Temporal,Tonelada,Tuna,35.0,35.0,0.0,4.63,5200.0,842400.0
2020,Hidalgo,Pachuca,Apan,Tepeapulco,Perennes,Temporal,Miles de lts.,Maguey pulquero,70.0,4.0,0.0,81.2,6004.19,1950160.91
2020,Hidalgo,Pachuca,Apan,Tlanalapa,Primavera-Verano,Riego,Tonelada,Avena grano,7.0,7.0,0.0,2.05,3800.0,54530.0
2020,Hidalgo,Pachuca,Apan,Tlanalapa,Primavera-Verano,Riego,Tonelada,Cebada grano,40.0,40.0,0.0,2.7,4248.0,458784.0
2020,Hidalgo,Pachuca,Apan,Tlanalapa,Primavera-Verano,Riego,Tonelada,Maíz grano,15.0,15.0,0.0,2.3,4360.0,150420.0
2020,Hidalgo,Pachuca,Apan,Tlanalapa,Primavera-Verano,Temporal,Tonelada,Avena grano,205.8,205.8,0.0,2.02,3852.38,1603322.03
2020,Hidalgo,Pachuca,Apan,Tlanalapa,Primavera-Verano,Temporal,Tonelada,Cebada grano,3743.6,3743.6,0.0,2.18,4200.0,34276410.0
2020,Hidalgo,Pachuca,Apan,Tlanalapa,Primavera-Verano,Temporal,Tonelada,Frijol,17.0,17.0,0.0,0.55,10092.55,94870.0
2020,Hidalgo,Pachuca,Apan,Tlanalapa,Primavera-Verano,Temporal,Tonelada,Maíz grano,249.01,231.61,17.4,1.41,5980.0,1946549.8
2020,Hidalgo,Pachuca,Apan,Tlanalapa,Primavera-Verano,Temporal,Tonelada,Trigo grano,4.0,4.0,0.0,2.0,4567.14,36537.12
2020,Hidalgo,Pachuca,Apan,Tlanalapa,Perennes,Riego,Tonelada,Alfalfa verde,9.5,9.5,0.0,39.0,377.32,139797.06
2020,Hidalgo,Pachuca,Apan,Tlanalapa,Perennes,Temporal,Tonelada,Tuna,29.0,15.0,0.0,4.73,5700.5,404735.5
2020,Hidalgo,Pachuca,Apan,Tlanalapa,Perennes,Temporal,Miles de lts.,Maguey pulquero,23.0,2.0,0.0,80.43,6015.24,967611.51
2020,Hidalgo,Mixquiahuala,Alfajayucan,Alfajayucan,Otoño-Invierno,Riego,Tonelada,Avena forrajera en verde,200.0,200.0,0.0,36.0,183.39,1320408.0
2020,Hidalgo,Mixquiahuala,Alfajayucan,Alfajayucan,Otoño-Invierno,Riego,Tonelada,Calabacita,1.5,1.5,0.0,11.73,1890.0,33245.1
2020,Hidalgo,Mixquiahuala,Alfajayucan,Alfajayucan,Otoño-Invierno,Riego,Tonelada,Trigo grano,2.5,2.5,0.0,4.5,3500.0,39375.0
2020,Hidalgo,Mixquiahuala,Alfajayucan,Alfajayucan,Primavera-Verano,Riego,Tonelada,Chile seco,610.0,610.0,0.0,1.7,56000.0,58072000.0
2020,Hidalgo,Mixquiahuala,Alfajayucan,Alfajayucan,Primavera-Verano,Riego,Tonelada,Frijol,8.0,8.0,0.0,1.5,10250.0,123000.0
2020,Hidalgo,Mixquiahuala,Alfajayucan,Alfajayucan,Primavera-Verano,Riego,Tonelada,Maíz grano,2350.0,2350.0,0.0,8.5,4386.0,87610350.0
2020,Hidalgo,Mixquiahuala,Alfajayucan,Alfajayucan,Primavera-Verano,Riego,Tonelada,Tomate rojo (jitomate),2.0,2.0,0.0,120.0,9300.0,2232000.0
2020,Hidalgo,Mixquiahuala,Alfajayucan,Alfajayucan,Primavera-Verano,Temporal,Tonelada,Avena forrajera en verde,92.0,92.0,0.0,18.0,152.36,252308.16
2020,Hidalgo,Mixquiahuala,Alfajayucan,Alfajayucan,Primavera-Verano,Temporal,Tonelada,Frijol,32.0,32.0,0.0,0.45,9750.0,140400.0
2020,Hidalgo,Mixquiahuala,Alfajayucan,Alfajayucan,Primavera-Verano,Temporal,Tonelada,Maíz grano,1790.0,1623.0,167.0,0.75,4300.0,5234175.0
2020,Hidalgo,Mixquiahuala,Alfajayucan,Alfajayucan,Perennes,Riego,Tonelada,Alfalfa verde,4538.0,4538.0,0.0,101.0,323.12,148098174.56
2020,Hidalgo,Mixquiahuala,Alfajayucan,Alfajayucan,Perennes,Temporal,Tonelada,Tuna,2.0,2.0,0.0,8.8,3300.0,58080.0
2020,Hidalgo,Mixquiahuala,Alfajayucan,Alfajayucan,Perennes,Temporal,Miles de lts.,Maguey pulquero,170.0,70.0,0.0,83.0,7090.38,41195107.8
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Cardonal,Otoño-Invierno,Riego,Tonelada,Avena forrajera en verde,35.0,35.0,0.0,37.0,165.0,213675.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Cardonal,Primavera-Verano,Riego,Tonelada,Avena forrajera en verde,3.0,3.0,0.0,41.5,155.0,19297.5
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Cardonal,Primavera-Verano,Riego,Tonelada,Calabacita,5.0,5.0,0.0,17.0,4576.47,388999.95
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Cardonal,Primavera-Verano,Riego,Tonelada,Frijol,4.0,4.0,0.0,1.5,10300.0,61800.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Cardonal,Primavera-Verano,Riego,Tonelada,Maíz grano,172.0,172.0,0.0,7.8,4385.47,5883546.55
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Cardonal,Primavera-Verano,Temporal,Tonelada,Avena forrajera en verde,78.0,75.0,3.0,16.0,168.0,201600.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Cardonal,Primavera-Verano,Temporal,Tonelada,Frijol,542.0,532.0,10.0,0.58,10458.25,3231705.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Cardonal,Primavera-Verano,Temporal,Tonelada,Maíz grano,1656.0,921.0,735.0,0.61,4300.0,2401980.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Cardonal,Perennes,Riego,Tonelada,Alfalfa verde,490.0,490.0,0.0,102.0,314.07,15697218.6
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Cardonal,Perennes,Temporal,Tonelada,Tuna,50.0,20.0,0.0,7.5,3000.0,450000.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Cardonal,Perennes,Temporal,Miles de lts.,Maguey pulquero,642.0,225.0,0.0,84.0,7042.88,133110432.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Otoño-Invierno,Riego,Tonelada,Avena forrajera en verde,115.5,115.5,0.0,37.5,165.0,714656.25
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Otoño-Invierno,Riego,Tonelada,Tomate verde,25.0,25.0,0.0,9.2,6820.0,1568600.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Otoño-Invierno,Riego,Tonelada,Trigo grano,10.0,10.0,0.0,4.3,3600.0,154800.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Riego,Tonelada,Ajo,5.5,5.5,0.0,13.2,18560.47,1347490.12
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Riego,Tonelada,Avena forrajera en verde,130.0,130.0,0.0,43.0,155.0,866450.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Riego,Tonelada,Brócoli,4.0,4.0,0.0,13.5,3425.0,184950.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Riego,Tonelada,Calabacita,190.0,190.0,0.0,17.5,5120.0,17024000.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Riego,Tonelada,Cebolla,35.0,35.0,0.0,18.6,4316.59,2810100.09
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Riego,Tonelada,Chile verde,26.0,26.0,0.0,18.23,13331.65,6319202.28
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Riego,Tonelada,Coliflor,90.0,90.0,0.0,26.0,3404.44,7966389.6
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Riego,Tonelada,Frijol,11.5,11.5,0.0,1.61,10686.39,197377.56
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Riego,Tonelada,Lechuga,130.0,130.0,0.0,15.31,3500.0,6965000.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Riego,Tonelada,Maíz forrajero en verde,45.0,45.0,0.0,75.0,388.72,1311930.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Riego,Tonelada,Maíz grano,3200.0,3200.0,0.0,8.8,4307.16,121289625.6
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Riego,Tonelada,Tomate rojo (jitomate),7.0,7.0,0.0,116.0,8856.04,7191104.48
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Riego,Tonelada,Tomate verde,198.0,198.0,0.0,13.9,6097.84,16782475.25
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Riego,Tonelada,Zempoalxochitl,20.0,20.0,0.0,12.3,2400.0,590400.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Temporal,Tonelada,Avena forrajera en verde,20.0,20.0,0.0,16.5,160.0,52800.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Temporal,Tonelada,Frijol,273.0,273.0,0.0,0.58,10482.24,1654098.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Primavera-Verano,Temporal,Tonelada,Maíz grano,1245.6,1245.6,0.0,0.68,4300.0,3642143.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Perennes,Riego,Tonelada,Aguacate,3.0,2.0,0.0,9.8,11475.0,224910.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Perennes,Riego,Tonelada,Alfalfa verde,6790.0,6790.0,0.0,109.0,315.84,233756342.4
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Perennes,Riego,Tonelada,Durazno,4.0,4.0,0.0,6.65,12390.04,329575.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Perennes,Riego,Tonelada,Granada,22.5,22.5,0.0,11.3,4077.78,1036775.57
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Perennes,Riego,Tonelada,Nuez,8.0,8.0,0.0,2.1,21550.0,362040.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Perennes,Temporal,Tonelada,Manzana,42.0,30.0,0.0,5.93,10063.1,1789219.95
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Perennes,Temporal,Tonelada,Tuna,98.0,88.0,0.0,7.2,2663.83,1687802.69
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Ixmiquilpan,Perennes,Temporal,Miles de lts.,Maguey pulquero,102.0,39.0,0.0,82.0,7169.96,22929532.08
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Tasquillo,Otoño-Invierno,Riego,Tonelada,Avena forrajera en verde,55.0,55.0,0.0,36.5,160.0,321200.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Tasquillo,Otoño-Invierno,Riego,Tonelada,Trigo grano,4.0,4.0,0.0,4.2,3550.0,59640.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Tasquillo,Primavera-Verano,Riego,Tonelada,Calabacita,3.0,3.0,0.0,16.5,4680.81,231700.1
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Tasquillo,Primavera-Verano,Riego,Tonelada,Chile verde,4.0,4.0,0.0,98.5,21690.0,8545860.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Tasquillo,Primavera-Verano,Riego,Tonelada,Frijol,3.0,3.0,0.0,1.54,10700.0,49434.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Tasquillo,Primavera-Verano,Riego,Tonelada,Lechuga,2.0,2.0,0.0,16.2,3865.74,125249.98
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Tasquillo,Primavera-Verano,Riego,Tonelada,Maíz grano,710.0,710.0,0.0,8.8,4380.73,27370801.04
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Tasquillo,Primavera-Verano,Riego,Tonelada,Tomate rojo (jitomate),12.0,12.0,0.0,117.0,9098.29,12773999.16
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Tasquillo,Primavera-Verano,Riego,Tonelada,Tomate verde,1.5,1.5,0.0,14.6,5961.64,130559.92
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Tasquillo,Primavera-Verano,Temporal,Tonelada,Frijol,125.0,125.0,0.0,0.54,10560.0,712800.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Tasquillo,Primavera-Verano,Temporal,Tonelada,Maíz grano,345.0,325.0,20.0,0.72,4300.0,1006200.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Tasquillo,Perennes,Riego,Tonelada,Alfalfa verde,2545.0,2545.0,0.0,104.0,312.92,82823665.6
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Tasquillo,Perennes,Riego,Tonelada,Granada,48.0,48.0,0.0,11.6,4187.5,2331600.0
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Tasquillo,Perennes,Riego,Tonelada,Nuez,135.0,85.0,0.0,1.59,55198.82,7479440.15
2020,Hidalgo,Mixquiahuala,Ixmiquilpan,Tasquillo,Perennes,Temporal,Miles de lts.,Maguey pulquero,5.0,3.0,0.0,83.0,7154.19,1781393.31
2020,Hidalgo,Mixquiahuala,Chilcuautla,Chilcuautla,Otoño-Invierno,Riego,Tonelada,Avena forrajera en verde,135.0,135.0,0.0,37.92,148.0,757560.2
2020,Hidalgo,Mixquiahuala,Chilcuautla,Chilcuautla,Otoño-Invierno,Riego,Tonelada,Trigo grano,119.8,119.8,0.0,4.7,3900.0,2195934.0
2020,Hidalgo,Mixquiahuala,Chilcuautla,Chilcuautla,Primavera-Verano,Riego,Tonelada,Calabacita,120.0,120.0,0.0,19.0,5426.32,12372009.6
2020,Hidalgo,Mixquiahuala,Chilcuautla,Chilcuautla,Primavera-Verano,Riego,Tonelada,Chile verde,122.0,122.0,0.0,10.0,7360.0,8979200.0
2020,Hidalgo,Mixquiahuala,Chilcuautla,Chilcuautla,Primavera-Verano,Riego,Tonelada,Frijol,45.0,45.0,0.0,2.4,10650.0,1150200.0
2020,Hidalgo,Mixquiahuala,Chilcuautla,Chilcuautla,Primavera-Verano,Riego,Tonelada,Maíz grano,2185.0,2185.0,0.0,9.3,4315.8,87699213.9
2020,Hidalgo,Mixquiahuala,Chilcuautla,Chilcuautla,Primavera-Verano,Riego,Tonelada,Tomate rojo (jitomate),40.0,40.0,0.0,120.0,9147.92,43910016.0
2020,Hidalgo,Mixquiahuala,Chilcuautla,Chilcuautla,Primavera-Verano,Riego,Tonelada,Tomate verde,175.0,175.0,0.0,9.9,5770.71,9997755.08
2020,Hidalgo,Mixquiahuala,Chilcuautla,Chilcuautla,Primavera-Verano,Temporal,Tonelada,Frijol,145.0,73.0,72.0,0.6,9550.0,415425.0
2020,Hidalgo,Mixquiahuala,Chilcuautla,Chilcuautla,Primavera-Verano,Temporal,Tonelada,Maíz grano,540.0,270.0,270.0,0.75,4300.0,870750.0
2020,Hidalgo,Mixquiahuala,Chilcuautla,Chilcuautla,Perennes,Riego,Tonelada,Aguacate,7.0,7.0,0.0,5.0,12500.0,437500.0
2020,Hidalgo,Mixquiahuala,Chilcuautla,Chilcuautla,Perennes,Riego,Tonelada,Alfalfa verde,425.0,425.0,0.0,106.2,319.21,14407543.35
2020,Hidalgo,Mixquiahuala,Chilcuautla,Chilcuautla,Perennes,Riego,Tonelada,Durazno,2.0,2.0,0.0,5.4,12000.0,129600.0
2020,Hidalgo,Mixquiahuala,Chilcuautla,Chilcuautla,Perennes,Riego,Tonelada,Granada,62.25,46.25,0.0,11.0,4000.0,2035000.0
2020,Hidalgo,Mixquiahuala,Chilcuautla,Chilcuautla,Perennes,Riego,Tonelada,Nuez,2.0,1.0,0.0,2.1,20500.0,43050.0
2020,Hidalgo,Mixquiahuala,Actopan,Actopan,Otoño-Invierno,Riego,Tonelada,Avena forrajera en verde,70.89,70.89,0.0,42.54,155.27,468193.39
2020,Hidalgo,Mixquiahuala,Actopan,Actopan,Otoño-Invierno,Riego,Tonelada,Trigo grano,6.5,6.5,0.0,4.2,3300.0,90090.0
2020,Hidalgo,Mixquiahuala,Actopan,Actopan,Primavera-Verano,Riego,Tonelada,Avena forrajera en verde,2.0,2.0,0.0,42.5,165.0,14025.0
2020,Hidalgo,Mixquiahuala,Actopan,Actopan,Primavera-Verano,Riego,Tonelada,Calabacita,40.0,40.0,0.0,17.0,4017.65,2732002.0
2020,Hidalgo,Mixquiahuala,Actopan,Actopan,Primavera-Verano,Riego,Tonelada,Chile verde,41.0,41.0,0.0,22.6,15825.66,14661684.66
2020,Hidalgo,Mixquiahuala,Actopan,Actopan,Primavera-Verano,Riego,Tonelada,Coliflor,7.0,7.0,0.0,25.5,3300.0,589050.0
2020,Hidalgo,Mixquiahuala,Actopan,Actopan,Primavera-Verano,Riego,Tonelada,Frijol,95.0,95.0,0.0,1.52,9760.62,1407970.1
2020,Hidalgo,Mixquiahuala,Actopan,Actopan,Primavera-Verano,Riego,Tonelada,Maíz forrajero en verde,25.0,25.0,0.0,72.0,445.0,801000.0
2020,Hidalgo,Mixquiahuala,Actopan,Actopan,Primavera-Verano,Riego,Tonelada,Maíz grano,945.0,945.0,0.0,10.5,4323.81,42903004.73
